portion	naivProd	naivCons	fairProd	fairCons
95	1.95196E-5	4.9978E-6	0.0055211602	0.003715412
96	5.817E-6	4.83273E-4	4.5726E-6	0.0010867738000000001
97	7.914800000000001E-6	7.0004E-6	0.002260684	0.0037101858
98	4.6982E-6	5.9716000000000006E-6	0.0042031002000000005	0.007190192
99	9.1118E-6	1.91374E-5	0.0010979846000000002	0.0020122204
100	4.931E-6	1.44124E-5	3.4188059999999996E-4	9.6976E-6
101	4.4118E-6	6.4588E-6	0.0010600422	2.935032E-4
102	2.00252E-5	1.15454E-5	0.0038907756	4.5966E-6
103	2.6210200000000002E-5	1.2432799999999999E-5	0.0016330026000000001	0.0042591608
104	2.1131200000000002E-5	1.5216E-5	0.0026788472000000003	0.0035243863999999997
105	1.56486E-5	5.2382E-6	0.004469839400000001	6.825522E-4
106	7.431839999999999E-5	1.12722E-5	9.159928000000001E-4	0.0029237582000000003
107	1.10184E-5	6.2356E-6	0.0020536472	0.0074326726
108	8.660799999999998E-6	2.08718E-5	0.0048096718	0.005592461599999999
109	1.6545200000000002E-5	2.15272E-5	0.0023283237999999996	0.0059183784
110	9.7996E-6	6.4952E-6	0.0070218702000000004	2.0577799999999998E-5
111	1.57344E-5	2.464386E-4	6.976384E-4	0.003012122
112	2.1229799999999998E-5	5.6132E-6	0.0023241662	0.0030271182
113	1.1662E-5	1.842E-5	0.0018154208000000002	0.0030199266000000002
114	5.4588E-5	1.0233E-5	0.0036078346	0.0016333158
115	5.866600000000001E-6	1.63482E-5	7.11381E-4	0.0040483132000000005
116	1.84148E-5	8.522E-6	6.382E-6	6.8944E-6
117	3.2530599999999996E-5	5.5974E-6	0.0021309096	1.36068E-5
118	6.0656E-6	2.17666E-5	1.21194E-5	0.0013999738
119	1.7876E-5	9.8138E-5	0.0020394704	7.922678000000001E-4
120	5.9386E-6	9.7262E-6	0.0011928073999999999	0.012137869400000001
121	1.76068E-5	8.8052E-6	0.0057125918	0.0047446668
122	5.5098E-6	3.5746E-6	0.0018000554	0.002366684
123	7.4928000000000005E-6	9.336E-6	0.0011946373999999998	0.005293861
124	1.9337400000000002E-5	1.38368E-5	0.004702443400000001	6.701088E-4
125	3.810782E-4	1.3723E-5	0.0028816878	0.0017984224
126	1.9058E-5	1.5670399999999998E-5	4.693E-6	0.0040657778
127	3.2893E-5	1.7855400000000002E-5	0.0032517186	0.0025779112
128	7.8438E-6	3.2134599999999996E-5	2.1956879999999998E-4	1.7936E-5
129	4.949E-6	1.63808E-5	0.0033410353999999997	0.0019002836
130	2.70732E-5	1.99928E-5	0.004581915	0.0014987916000000002
131	2.17718E-5	4.2182E-6	0.0014510936	0.0038645756
132	2.4968000000000004E-6	8.2446E-6	0.0013561303999999998	9.38423E-4
133	7.4134E-6	4.559E-6	0.0018999698	0.0030674382
134	1.16488E-5	8.4E-6	0.0021531806	0.0038134142000000003
135	1.80416E-5	1.72354E-5	0.00179522	0.0044793626
136	4.736399999999999E-6	3.26776E-5	0.0057367052	0.002221806
137	5.286394E-4	2.16598E-5	0.0011154341999999999	0.0035865007999999997
138	1.74676E-5	1.42886E-5	1.8478400000000003E-5	3.8711999999999995E-6
139	6.007600000000001E-6	1.16334E-5	0.0019832601999999998	0.005161186
140	2.01404E-5	1.88308E-5	0.0072855232	0.008488269599999999
141	3.66544E-5	9.108600000000001E-6	0.0024910416	0.0067544034
142	7.9374E-6	1.97912E-5	0.0023358517999999997	1.26482E-5
143	4.71852E-4	8.5982E-6	8.086E-6	1.1224600000000001E-5
144	1.77792E-5	3.7753800000000004E-5	2.20666E-5	0.004397572
145	6.25E-6	1.65738E-5	0.0023355444	0.0027487922
146	1.53126E-5	3.22674E-5	0.0024956522	0.0039798762
147	9.5424E-6	2.3304E-5	0.0011687566000000002	0.0032641442
148	3.822632E-4	7.1342E-6	0.001015874	0.005201224599999999
149	1.06004E-5	1.43782E-5	0.004489985	4.35262E-5
150	1.67028E-5	4.2138199999999996E-5	0.001191649	0.002983921
151	4.0184E-6	1.92042E-5	5.318504E-4	5.2292E-6
152	1.7106200000000002E-5	4.7354E-6	0.0059435994	0.0011304554
153	8.308200000000001E-6	1.4698E-5	0.0073943008	0.0026515316
154	1.55352E-5	1.1979E-5	0.0015027273999999998	0.0011668853999999998
155	3.9654E-6	1.7740799999999998E-5	2.09398E-5	6.414E-6
156	1.320546E-4	9.2957E-5	0.0047377876	0.0051950267999999996
157	6.5396E-6	2.28554E-5	0.0013217636	0.0021711626
158	7.4334E-6	8.17178E-5	0.0030665346000000003	7.413044000000001E-4
159	1.03662E-5	2.6625599999999998E-5	0.0011352408	8.2388E-6
160	3.7242E-6	4.8736E-6	9.449936E-4	0.0050536738
161	2.6484E-5	7.267399999999999E-6	0.0027681064	0.002388871
162	3.8032E-6	1.2353799999999999E-5	2.35584E-5	0.0030618314
163	1.53124E-5	8.947760000000001E-5	0.002496502	0.0044924558
164	1.02944E-5	1.58202E-5	5.293E-6	1.10102E-5
165	4.1322E-6	2.69932E-5	2.589E-6	0.0047133048
166	1.2812799999999999E-5	1.44634E-5	0.003949496	0.0051342932
167	2.88332E-4	1.727004E-4	4.913600000000001E-6	0.0031167487999999998
168	1.7548400000000003E-5	2.24406E-5	0.0028398146	0.0042622628
169	9.161200000000001E-6	6.5386E-6	0.002727573	0.0080509696
170	1.81302E-5	9.7016E-6	0.006549511599999999	3.5920740000000003E-4
171	8.319E-6	2.08572E-5	0.0056624582000000005	0.0030879488
172	2.61234E-5	1.4914600000000001E-5	6.24761E-4	0.0017111513999999999
173	4.8946000000000005E-6	7.902399999999999E-6	1.9248799999999998E-5	0.007499047799999999
174	4.7200800000000004E-5	1.67824E-5	0.0041100852	0.003244063
175	4.0194800000000004E-5	1.89652E-5	2.37848E-5	0.0032604718
176	4.6972E-6	1.4748799999999998E-5	0.0032181576	0.0010024764000000001
177	1.02066E-5	2.1918E-5	4.833600000000001E-6	0.005885871799999999
178	5.2282E-6	3.1966E-6	3.74375E-4	0.004642187599999999
179	1.4285E-5	2.2007400000000002E-5	8.4178E-6	0.0046222054
180	1.7242400000000003E-5	2.3540400000000003E-5	0.0012665242	0.0014499528
181	5.532E-6	6.4983999999999995E-6	0.0054580148	7.623800000000001E-6
182	1.61092E-5	2.17756E-5	1.0219399999999999E-5	0.0027418544
183	1.7811599999999997E-5	1.5291420000000002E-4	7.516E-6	4.641399999999999E-6
184	1.2605E-5	2.0894599999999998E-5	0.0037801963999999997	0.002977491
185	1.44998E-5	1.14404E-5	0.0025825132000000003	0.0056810086
186	2.3346599999999998E-5	3.8366E-6	0.0029608272	0.0049695204
187	1.6234E-5	7.0244E-6	8.2492E-6	0.0034842136
188	1.17404E-5	2.18142E-4	0.002601202	1.2968799999999999E-5
189	1.19854E-5	1.7830260000000002E-4	0.001967351	0.0021328986
190	1.31734E-5	5.0436E-6	5.010168E-4	0.0021231884
191	2.88224E-5	8.0216E-6	6.601728E-4	0.004760442
192	1.6136E-5	2.3512E-5	0.0043733544000000004	0.0073507094000000005
193	2.2353E-5	3.3281999999999997E-6	0.0049265446	0.0020974362000000003
194	1.8561E-5	1.78248E-5	2.6896E-6	0.0011322906000000002
195	1.8285E-5	2.0047799999999998E-5	0.0016346741999999999	0.001742088
196	2.5446E-5	7.5073999999999995E-6	0.0080852384	0.0052098316
197	2.16142E-5	1.15854E-5	0.003507257	0.0036387954
198	2.2595599999999998E-5	1.985204E-4	0.006323921400000001	3.70502E-4
199	8.9928E-6	4.6538599999999995E-5	0.0041903396	6.475331999999999E-4
200	2.41438E-5	5.8466E-6	0.0043571828	0.0055686314
201	7.5086E-6	2.6458E-6	0.0018724528	3.399532E-4
202	7.882E-6	6.1291E-5	0.0011593886000000001	0.0037537563999999997
203	5.348600000000001E-6	1.92756E-5	0.0010613376	2.551022E-4
204	2.0455799999999998E-5	2.0106E-5	0.0011462392	0.005693731
205	3.2787400000000004E-5	1.65088E-5	7.065018000000001E-4	8.195218000000001E-4
206	2.0299599999999998E-5	1.6480400000000002E-5	0.0033577066	0.0053068618
207	1.48398E-5	1.52326E-5	0.006151118400000001	0.0027498742000000003
208	2.4857799999999998E-5	1.12932E-5	0.0012138204	8.97E-6
209	5.3828E-6	1.98934E-5	6.0922E-6	0.003186276
210	1.90288E-5	1.25262E-5	4.930324E-4	0.002983498
211	6.2576E-6	2.38398E-5	0.001034925	0.001150523
212	1.32894E-5	1.00128E-5	0.0011082766	3.371272E-4
213	2.34854E-5	2.43512E-5	6.778600000000001E-6	2.0616820000000002E-4
214	3.0142E-6	1.45072E-5	0.0013159836000000002	0.0044507808
215	3.2978599999999996E-5	1.3131E-5	0.006569307599999999	0.0444346532
216	1.21574E-5	8.8222E-6	0.0012849833999999999	1.4900399999999999E-5
217	1.89504E-5	9.218200000000001E-6	0.004205871599999999	0.0029202024
218	4.7221999999999994E-6	5.6252E-6	4.2082E-6	0.0065032326
219	3.111E-6	8.4857E-5	8.194108000000001E-4	0.0039969058
220	1.5145600000000001E-5	6.1934E-6	0.0019379584	0.0026098977999999998
221	5.4424E-6	1.326006E-4	0.0012878176000000001	0.0070370414
222	1.9670579999999998E-4	2.4574E-6	1.7087400000000002E-5	8.0912E-6
223	1.95356E-5	5.339399999999999E-6	8.222799999999999E-6	0.0022058972
224	1.16411E-4	2.0576400000000002E-5	9.320536E-4	0.0031073363999999997
225	2.1800400000000002E-5	1.57678E-5	0.002155461	0.003306179
226	1.7077799999999998E-5	2.33482E-5	0.0010073548	0.0051318692
227	3.29168E-5	8.1816E-6	0.0029595312	0.0037381856
228	1.52432E-5	8.8698E-6	1.118432E-4	0.0018304188
229	6.841600000000001E-6	2.5022E-5	0.003126884	0.0034220594
230	1.9935400000000002E-5	5.824234E-4	8.312328000000001E-4	8.128568000000001E-4
231	1.19848E-5	5.677E-6	0.0025930646	0.0022787372000000004
232	9.8792E-6	3.0994E-6	0.0030326588	1.9819720000000001E-4
233	7.014399999999999E-6	7.1876000000000004E-6	0.0032024747999999997	0.00214764
234	3.5036E-5	7.011600000000001E-6	0.0015741148	0.0021809784
235	4.9502E-6	9.698E-6	0.0016838358000000001	0.0013804486
236	2.15752E-5	1.58062E-5	0.0029607274	0.005902693400000001
237	6.20416E-5	9.768164E-4	0.0039808348	3.524684E-4
238	6.5158E-6	1.5341E-5	0.001450363	0.0036973502000000004
239	6.2708E-6	2.78232E-5	0.0029164954	0.0016563846
240	2.59794E-5	3.38808E-5	6.134399999999999E-6	0.0081422492
241	2.1382599999999998E-5	2.1849E-5	0.003964090799999999	0.0051523696
242	1.5301200000000002E-5	5.086E-6	0.0051448746	0.0025215484
243	2.2730400000000002E-5	7.0596E-6	3.813E-6	0.0019549418000000002
244	1.38068E-5	2.07442E-5	0.0057226052000000005	0.0029325526
245	1.0617E-5	1.0158E-5	6.793348E-4	0.0044617624
246	2.07248E-5	4.3382E-6	0.0019010566000000001	0.0085118656
247	8.12364E-5	2.6327859999999997E-4	5.4716E-6	0.0024519572000000003
248	2.529436E-4	1.13976E-5	4.3762E-6	0.0049656416
249	2.0182400000000002E-5	3.26068E-5	1.907438E-4	0.0028805464
250	4.00584E-5	1.9374E-5	1.50741E-4	6.523584E-4
251	4.1522E-6	8.651799999999999E-6	0.0020567296	0.0035761546
252	5.149468E-4	4.765399999999999E-6	3.745116E-4	0.0015824233999999998
253	2.06636E-5	1.50192E-5	0.0020345742	0.0031126066
254	2.7242E-5	3.6052E-6	0.0034531044	0.0024247892
255	4.4855E-5	2.0527E-5	0.0023795006000000003	0.0035167834
256	1.7326E-5	4.2412E-6	0.00122445	0.0010519251999999998
257	1.72906E-5	1.792646E-4	0.008879178199999999	0.0025545857999999997
258	1.5197E-5	2.3603E-5	4.663654E-4	0.0028687296
259	8.665019999999999E-5	1.90846E-5	9.798218000000001E-4	0.0031165477999999997
260	2.3054799999999998E-5	3.722E-6	0.0035123636	8.872854000000001E-4
261	6.6872E-6	1.98284E-5	3.6228000000000003E-6	8.832278E-4
262	5.300748E-4	1.5242E-5	6.443E-6	0.0033217416000000002
263	1.0032600000000001E-5	1.28649E-4	0.003027253	7.8488E-6
264	2.3409599999999997E-5	7.1021999999999995E-6	0.0010214888000000001	0.0017943086
265	5.862E-6	7.52038E-5	0.0022454586000000003	0.0028715318
266	1.73482E-5	2.0690599999999998E-5	0.0028658726	0.0020031748
267	8.440799999999999E-6	4.36828E-5	0.0010240321999999999	0.0040257952000000005
268	1.6013399999999998E-5	2.205474E-4	0.0021116587999999996	4.17986E-4
269	1.50305E-4	4.7376E-6	0.004006097	9.633494E-4
270	5.8378E-5	4.373600000000001E-6	0.0034487612000000003	3.7673759999999997E-4
271	6.6336E-6	1.138292E-4	0.00102421	7.109296E-4
272	2.62788E-5	9.269799999999999E-6	9.4464E-6	0.0016867674
273	1.18954E-5	0.001193077	0.0025594412	4.17736E-4
274	5.4744E-6	1.93422E-5	0.0039707347999999995	0.0045158338
275	5.343E-6	3.0082E-6	0.0034082063999999997	0.0011927226
276	5.70898E-4	3.4832E-6	0.0020437826000000003	7.355839999999999E-5
277	7.5284E-6	1.3147399999999999E-5	0.0033727312	0.002018784
278	1.5950200000000002E-5	3.383352E-4	4.9614E-6	0.0015121033999999998
279	3.15958E-5	3.81862E-5	3.791642E-4	0.0023455978
280	1.79272E-5	7.4436E-6	0.0030858768	0.0130342028
281	4.940600000000001E-6	1.4317799999999999E-5	5.8242E-6	0.0065122988
282	2.893326E-4	1.5256200000000001E-5	0.0036870604	0.00716351
283	1.037044E-4	5.484E-6	0.0051345602	0.005136416
284	8.3624E-6	5.2212E-6	0.004521419	0.0041963856
285	4.2188E-6	1.42682E-5	0.0025284962000000004	0.0065495164
286	1.14462E-5	1.44304E-5	0.0024738194	0.006452197
287	1.483E-5	1.1906200000000001E-5	0.001804757	0.0031879178
288	4.944745999999999E-4	2.04942E-5	0.0019430356	7.814198E-4
289	1.0944799999999999E-5	5.290600000000001E-6	0.0011863534	0.0067530568
290	1.5284200000000002E-5	6.4672E-6	4.93944E-4	0.0012987136000000002
291	2.1582E-5	8.966799999999999E-6	0.0064483738	6.010846E-4
292	1.30706E-5	4.9593999999999995E-6	0.0020853494	2.635052E-4
293	3.4296859999999996E-4	7.5388000000000006E-6	0.0025908714	2.444288E-4
294	7.4752E-6	7.9186E-6	0.0049903716	0.0057042557999999995
295	1.66264E-5	2.2107E-5	0.0028969576	2.093968E-4
296	1.35424E-5	1.41458E-5	0.0065548865999999996	0.0049451956
297	1.01086E-5	1.22108E-5	0.001254392	6.3183999999999995E-6
298	1.5078799999999999E-5	6.481904E-4	2.3058E-6	0.0015181766000000002
299	1.41832E-5	3.05084E-5	8.3526E-6	0.0017843796
300	1.426582E-4	2.1467599999999998E-5	0.0031029307999999997	0.0030239052
301	6.035001999999999E-4	1.57324E-5	7.673800000000001E-6	4.581144E-4
302	1.03252E-5	9.421799999999998E-6	0.0024470066	0.0038890032000000003
303	2.55842E-5	8.77726E-5	0.0026431218	0.0045274574000000005
304	2.2403400000000003E-5	2.1478E-6	6.776E-6	0.002294073
305	6.0072E-6	1.65768E-5	5.176648E-4	0.0011167658
306	1.77202E-5	1.29556E-5	1.30415E-4	4.6189559999999997E-4
307	2.00356E-5	2.3441E-5	0.0034998318	3.314E-6
308	1.88082E-5	4.1834E-6	0.0022704428	0.0063110936
309	1.7309599999999998E-5	1.7706799999999998E-5	0.0028355922	0.0038388923999999997
310	1.76582E-5	7.342399999999999E-6	0.0011272786	7.774454E-4
311	2.8177E-5	1.8273799999999998E-5	0.0032917814	0.0088527898
312	4.3498E-6	2.2042E-5	0.0059119142	7.11875E-4
313	2.3268E-4	1.2928E-5	0.006126447	0.0046806314
314	6.5794E-6	9.95E-6	0.0058997018	7.868268000000001E-4
315	1.1364399999999999E-5	7.640399999999999E-6	0.0021870466	1.252056E-4
316	7.47322E-5	5.6512E-6	0.0012912906	0.004276949
317	1.51814E-5	3.2533E-5	0.0021014332000000003	0.0029359693999999998
318	2.9179599999999998E-5	5.808399999999999E-6	0.004640735799999999	0.0026429182000000002
319	4.6596E-6	9.241360000000001E-5	0.0043048278	8.994126E-4
320	1.93444E-5	4.4738E-6	6.1058E-6	0.0039366463999999995
321	6.4481999999999995E-6	1.2054E-5	0.0023850874	0.0016649798
322	1.4545E-5	2.33918E-5	2.110498E-4	9.963778E-4
323	1.82022E-5	2.22264E-5	0.0024997727999999998	0.0040078346
324	4.0426E-6	1.72066E-5	0.004940798	0.0011516046
325	5.3948000000000004E-6	1.85624E-5	0.007100794200000001	0.0023601866
326	2.21904E-5	1.0731200000000002E-5	0.0047861002	0.003049539
327	3.5921179999999996E-4	1.00236E-5	0.0021277647999999997	7.954194E-4
328	7.0758E-6	2.37478E-5	0.0038413282000000003	0.003190745
329	4.837E-6	5.786399999999999E-6	0.0054904566	0.0022795336
330	8.611200000000002E-6	2.16326E-5	0.003688309	0.0029051638
331	1.3706799999999999E-5	1.63398E-5	0.0034467032000000002	0.0070802178
332	2.6622E-5	1.04222E-5	0.0045292058	0.004520661400000001
333	4.4044E-6	1.7374599999999998E-5	0.0021384442000000003	6.2836E-6
334	9.220600000000001E-6	1.23296E-5	0.0028381332	0.005230884599999999
335	6.086E-6	3.057E-5	0.0016456436	0.0026426827999999998
336	1.9054E-5	1.02288E-5	8.523128000000001E-4	0.0041464952
337	9.8674E-6	3.485E-6	0.009806709	0.0011494638000000001
338	4.933928E-4	3.3021199999999995E-5	8.195338000000001E-4	3.067398E-4
339	2.13344E-5	1.5201200000000001E-5	6.79742E-5	0.0031417636
340	3.9828E-6	9.7132E-6	0.0017737202	0.0030549492
341	8.864E-6	3.952322E-4	0.0041304216	0.0027468723999999997
342	2.3476599999999998E-5	2.20262E-5	0.0010543918	0.0028325496
343	1.9452979999999998E-4	1.0161600000000001E-5	0.0081700704	0.0027300326
344	1.9938079999999998E-4	3.86376E-5	0.0028058646	1.40318E-5
345	7.3804E-6	1.2027799999999999E-5	0.0017149462	0.0020071652
346	2.88818E-5	2.2192599999999998E-5	0.0055185768	0.001527227
347	4.654199999999999E-6	5.67928E-5	3.446698E-4	8.770081999999999E-4
348	1.75456E-5	2.8332E-5	3.3936E-6	2.9748540000000003E-4
349	1.5115E-4	1.2135399999999999E-5	0.001084396	0.0010530722
350	2.36736E-5	3.4291E-5	0.00171168	0.0037925132
351	2.74428E-5	2.91668E-5	3.0536E-6	0.003820933
352	3.22438E-5	2.06018E-5	0.0075013422	0.006692226599999999
353	1.0163E-5	1.81676E-5	0.001772911	0.0058612202
354	6.7536E-6	1.59824E-4	0.0027886086	0.005556698400000001
355	1.469578E-4	6.842384E-4	0.0042058322000000006	5.5353999999999996E-6
356	6.1348E-6	5.177E-6	0.002913874	0.0011137968
357	9.29584E-5	4.3658E-6	0.004072632200000001	1.72362E-5
358	1.7027400000000002E-5	2.172076E-4	0.006714032799999999	0.0011704
359	1.927918E-4	9.1772E-6	0.0010623778	0.0022481436
360	3.110532E-4	4.564E-6	0.0059136982	4.2670759999999995E-4
361	2.0744E-5	1.31434E-5	0.0010148286	0.002817229
362	7.355239999999999E-5	2.72404E-5	4.931778E-4	5.1538000000000005E-6
363	1.1281200000000001E-5	1.66138E-5	0.0010964782	5.3259E-5
364	6.842E-6	5.169E-6	0.002744888	0.0023375876
365	2.354532E-4	8.0122E-6	0.0068043997999999994	0.0010788263999999999
366	6.9964E-6	6.2518E-5	9.623111999999999E-4	5.751096E-4
367	6.171E-6	2.53968E-4	7.130284E-4	0.0025029846
368	3.95094E-5	2.4200779999999998E-4	0.0040416604	0.011677633
369	1.3739E-5	2.351152E-4	0.0025999357999999997	0.0015969804
370	7.9336E-6	1.7985200000000002E-5	0.0065888848	0.0041484346
371	1.446558E-4	7.449E-6	0.0021113666	6.785218E-4
372	6.100399999999999E-6	8.3316E-6	0.0022653026	4.3442640000000005E-4
373	1.1573E-5	2.16034E-4	0.0021040357999999996	0.0077825496
374	1.2933E-5	5.251354000000001E-4	0.0017022644	7.260996E-4
375	1.48036E-5	9.092328E-4	6.0711999999999996E-6	6.9622E-6
376	6.2001999999999995E-6	1.0497E-5	0.0021391836	8.165788E-4
377	4.0602E-6	1.56894E-5	0.0010928668000000001	0.0015982406
378	8.7469E-5	2.19612E-5	0.0028174054	0.005936909400000001
379	2.2933E-5	4.615238E-4	0.0010708166	6.775860000000001E-5
380	4.53324E-5	1.48608E-5	5.444585999999999E-4	0.0023287337999999998
381	2.2829E-5	5.684E-6	0.0035331444	0.0027363087999999996
382	4.953E-6	4.498E-6	0.0019159563999999998	0.0014440026
383	3.4007199999999995E-5	3.3302E-6	0.001044617	0.0028279332
384	5.7422E-6	4.4633999999999995E-6	0.0050689102	0.001081742
385	6.12866E-5	1.70628E-5	5.7436E-6	0.0053457204
386	7.12588E-5	1.1936E-5	5.735600000000001E-6	0.0033227236000000003
387	8.4394E-6	8.777339999999999E-5	0.0042730638	0.0024455756
388	1.8076E-5	2.1124799999999998E-5	0.0047745952000000005	0.0026159896
